H,N,F,S,Nickname,Mass,z,m/z,condition
7,7,4,3,H7N7F4S3,4031.453765,1,4032.461565,M+H
8,7,1,4,H8N7F1S4,4046.428265,1,4047.436065,M+H
8,7,3,3,H8N7F3S3,4047.448665,1,4048.456465,M+H
7,10,4,1,H7N10F4S1,4058.501165,1,4059.508965,M+H
7,8,1,4,H7N8F1S4,4087.454865,1,4088.462665,M+H
9,10,4,0,H9N10F4S0,4091.511365,1,4092.519165,M+H
8,8,0,4,H8N8F0S4,4103.449765,1,4104.457565,M+H
10,10,3,0,H10N10F3S0,4107.506265,1,4108.514065,M+H
7,6,4,4,H7N6F4S4,4119.469765,1,4120.477565,M+H
7,7,3,4,H7N7F3S4,4176.491265,1,4177.499065,M+H
7,7,5,3,H7N7F5S3,4177.511665,1,4178.519465,M+H
8,7,2,4,H8N7F2S4,4192.486165,1,4193.493965,M+H
8,7,4,3,H8N7F4S3,4193.506565,1,4194.514365,M+H
5,11,2,3,H5N11F2S3,4227.549965,1,4228.557765,M+H
6,11,1,3,H6N11F1S3,4243.544865,1,4244.552665,M+H
8,8,3,3,H8N8F3S3,4250.528065,1,4251.535865,M+H
9,8,0,4,H9N8F0S4,4265.502565,1,4266.510365,M+H
7,6,5,4,H7N6F5S4,4265.527665,1,4266.535465,M+H
9,8,4,2,H9N8F4S2,4267.543365,1,4268.551165,M+H
7,7,4,4,H7N7F4S4,4322.549165,1,4323.556965,M+H
8,7,3,4,H8N7F3S4,4338.544065,1,4339.551865,M+H
9,8,1,4,H9N8F1S4,4411.560465,1,4412.568265,M+H
8,9,1,4,H8N9F1S4,4452.587065,1,4453.594865,M+H
10,11,4,0,H10N11F4S0,4456.643565,1,4457.651365,M+H
7,7,5,4,H7N7F5S4,4468.607065,1,4469.614865,M+H
8,7,0,6,H8N7F0S6,4482.561165,1,4483.568965,M+H
8,7,4,4,H8N7F4S4,4484.601965,1,4485.609765,M+H
9,8,0,5,H9N8F0S5,4556.597965,1,4557.605765,M+H
9,8,2,4,H9N8F2S4,4557.618365,1,4558.626165,M+H
8,7,1,6,H8N7F1S6,4628.619065,1,4629.626865,M+H
10,9,0,4,H10N9F0S4,4630.634765,1,4631.642565,M+H
10,9,4,2,H10N9F4S2,4632.675565,1,4633.683365,M+H
8,9,1,5,H8N9F1S5,4743.682465,1,4744.690265,M+H
6,11,3,4,H6N11F3S4,4826.756065,1,4827.763865,M+H
9,8,0,6,H9N8F0S6,4847.693365,1,4848.701165,M+H
11,10,3,2,H11N10F3S2,4851.749865,1,4852.757665,M+H
10,9,4,3,H10N9F4S3,4923.770965,1,4924.778765,M+H
3,2,0,0,H3N2F0S0,910.327765,1,933.3175343,M+Na
3,2,1,0,H3N2F1S0,1056.385665,1,1079.375434,M+Na
4,2,0,0,H4N2F0S0,1072.380565,1,1095.370334,M+Na
3,3,0,0,H3N3F0S0,1113.407165,1,1136.396934,M+Na
3,2,0,1,H3N2F0S1,1201.423165,1,1224.412934,M+Na
4,2,1,0,H4N2F1S0,1218.438465,1,1241.428234,M+Na
5,2,0,0,H5N2F0S0,1234.433365,1,1257.423134,M+Na
3,3,1,0,H3N3F1S0,1259.465065,1,1282.454834,M+Na
4,3,0,0,H4N3F0S0,1275.459965,1,1298.449734,M+Na
3,4,0,0,H3N4F0S0,1316.486565,1,1339.476334,M+Na
3,2,1,1,H3N2F1S1,1347.481065,1,1370.470834,M+Na
4,2,2,0,H4N2F2S0,1364.496365,1,1387.486134,M+Na
5,2,1,0,H5N2F1S0,1380.491265,1,1403.481034,M+Na
6,2,0,0,H6N2F0S0,1396.486165,1,1419.475934,M+Na
3,3,0,1,H3N3F0S1,1404.502565,1,1427.492334,M+Na
3,3,2,0,H3N3F2S0,1405.522965,1,1428.512734,M+Na
4,3,1,0,H4N3F1S0,1421.517865,1,1444.507634,M+Na
5,3,0,0,H5N3F0S0,1437.512765,1,1460.502534,M+Na
3,4,1,0,H3N4F1S0,1462.544465,1,1485.534234,M+Na
4,4,0,0,H4N4F0S0,1478.539365,1,1501.529134,M+Na
4,2,1,1,H4N2F1S1,1509.533865,1,1532.523634,M+Na
4,2,3,0,H4N2F3S0,1510.554265,1,1533.544034,M+Na
3,5,0,0,H3N5F0S0,1519.565965,1,1542.555734,M+Na
6,2,1,0,H6N2F1S0,1542.544065,1,1565.533834,M+Na
3,3,1,1,H3N3F1S1,1550.560465,1,1573.550234,M+Na
7,2,0,0,H7N2F0S0,1558.538965,1,1581.528734,M+Na
4,3,0,1,H4N3F0S1,1566.555365,1,1589.545134,M+Na
4,3,2,0,H4N3F2S0,1567.575765,1,1590.565534,M+Na
5,3,1,0,H5N3F1S0,1583.570665,1,1606.560434,M+Na
6,3,0,0,H6N3F0S0,1599.565565,1,1622.555334,M+Na
3,4,2,0,H3N4F2S0,1608.602365,1,1631.592134,M+Na
4,4,1,0,H4N4F1S0,1624.597265,1,1647.587034,M+Na
5,4,0,0,H5N4F0S0,1640.592165,1,1663.581934,M+Na
3,5,1,0,H3N5F1S0,1665.623865,1,1688.613634,M+Na
4,5,0,0,H4N5F0S0,1681.618765,1,1704.608534,M+Na
7,2,1,0,H7N2F1S0,1704.596865,1,1727.586634,M+Na
4,3,1,1,H4N3F1S1,1712.613265,1,1735.603034,M+Na
8,2,0,0,H8N2F0S0,1720.591765,1,1743.581534,M+Na
5,3,0,1,H5N3F0S1,1728.608165,1,1751.597934,M+Na
5,3,2,0,H5N3F2S0,1729.628565,1,1752.618334,M+Na
6,3,1,0,H6N3F1S0,1745.623465,1,1768.613234,M+Na
3,4,3,0,H3N4F3S0,1754.660265,1,1777.650034,M+Na
4,4,0,1,H4N4F0S1,1769.634765,1,1792.624534,M+Na
4,4,2,0,H4N4F2S0,1770.655165,1,1793.644934,M+Na
5,4,1,0,H5N4F1S0,1786.650065,1,1809.639834,M+Na
6,4,0,0,H6N4F0S0,1802.644965,1,1825.634734,M+Na
3,5,2,0,H3N5F2S0,1811.681765,1,1834.671534,M+Na
4,5,1,0,H4N5F1S0,1827.676665,1,1850.666434,M+Na
5,5,0,0,H5N5F0S0,1843.671565,1,1866.661334,M+Na
4,3,0,2,H4N3F0S2,1857.650765,1,1880.640534,M+Na
4,3,2,1,H4N3F2S1,1858.671165,1,1881.660934,M+Na
8,2,1,0,H8N2F1S0,1866.649665,1,1889.639434,M+Na
3,6,1,0,H3N6F1S0,1868.703265,1,1891.693034,M+Na
5,3,1,1,H5N3F1S1,1874.666065,1,1897.655834,M+Na
9,2,0,0,H9N2F0S0,1882.644565,1,1905.634334,M+Na
4,6,0,0,H4N6F0S0,1884.698165,1,1907.687934,M+Na
6,3,0,1,H6N3F0S1,1890.660965,1,1913.650734,M+Na
6,3,2,0,H6N3F2S0,1891.681365,1,1914.671134,M+Na
4,4,1,1,H4N4F1S1,1915.692665,1,1938.682434,M+Na
4,4,3,0,H4N4F3S0,1916.713065,1,1939.702834,M+Na
3,7,0,0,H3N7F0S0,1925.724765,1,1948.714534,M+Na
5,4,0,1,H5N4F0S1,1931.687565,1,1954.677334,M+Na
5,4,2,0,H5N4F2S0,1932.707965,1,1955.697734,M+Na
6,4,1,0,H6N4F1S0,1948.702865,1,1971.692634,M+Na
3,5,3,0,H3N5F3S0,1957.739665,1,1980.729434,M+Na
7,4,0,0,H7N4F0S0,1964.697765,1,1987.687534,M+Na
4,5,0,1,H4N5F0S1,1972.714165,1,1995.703934,M+Na
4,5,2,0,H4N5F2S0,1973.734565,1,1996.724334,M+Na
5,5,1,0,H5N5F1S0,1989.729465,1,2012.719234,M+Na
4,3,1,2,H4N3F1S2,2003.708665,1,2026.698434,M+Na
4,3,3,1,H4N3F3S1,2004.729065,1,2027.718834,M+Na
6,5,0,0,H6N5F0S0,2005.724365,1,2028.714134,M+Na
8,2,0,1,H8N2F0S1,2011.687165,1,2034.676934,M+Na
3,6,2,0,H3N6F2S0,2014.761165,1,2037.750934,M+Na
5,3,0,2,H5N3F0S2,2019.703565,1,2042.693334,M+Na
5,3,2,1,H5N3F2S1,2020.723965,1,2043.713734,M+Na
9,2,1,0,H9N2F1S0,2028.702465,1,2051.692234,M+Na
4,6,1,0,H4N6F1S0,2030.756065,1,2053.745834,M+Na
6,3,1,1,H6N3F1S1,2036.718865,1,2059.708634,M+Na
6,3,3,0,H6N3F3S0,2037.739265,1,2060.729034,M+Na
10,2,0,0,H10N2F0S0,2044.697365,1,2067.687134,M+Na
5,6,0,0,H5N6F0S0,2046.750965,1,2069.740734,M+Na
4,4,2,1,H4N4F2S1,2061.750565,1,2084.740334,M+Na
3,7,1,0,H3N7F1S0,2071.782665,1,2094.772434,M+Na
5,4,1,1,H5N4F1S1,2077.745465,1,2100.735234,M+Na
5,4,3,0,H5N4F3S0,2078.765865,1,2101.755634,M+Na
4,7,0,0,H4N7F0S0,2087.777565,1,2110.767334,M+Na
6,4,0,1,H6N4F0S1,2093.740365,1,2116.730134,M+Na
6,4,2,0,H6N4F2S0,2094.760765,1,2117.750534,M+Na
3,5,4,0,H3N5F4S0,2103.797565,1,2126.787334,M+Na
7,4,1,0,H7N4F1S0,2110.755665,1,2133.745434,M+Na
4,5,1,1,H4N5F1S1,2118.772065,1,2141.761834,M+Na
4,5,3,0,H4N5F3S0,2119.792465,1,2142.782234,M+Na
5,5,0,1,H5N5F0S1,2134.766965,1,2157.756734,M+Na
5,5,2,0,H5N5F2S0,2135.787365,1,2158.777134,M+Na
6,5,1,0,H6N5F1S0,2151.782265,1,2174.772034,M+Na
3,6,3,0,H3N6F3S0,2160.819065,1,2183.808834,M+Na
7,5,0,0,H7N5F0S0,2167.777165,1,2190.766934,M+Na
4,6,0,1,H4N6F0S1,2175.793565,1,2198.783334,M+Na
4,6,2,0,H4N6F2S0,2176.813965,1,2199.803734,M+Na
6,3,2,1,H6N3F2S1,2182.776765,1,2205.766534,M+Na
10,2,1,0,H10N2F1S0,2190.755265,1,2213.745034,M+Na
5,6,1,0,H5N6F1S0,2192.808865,1,2215.798634,M+Na
11,2,0,0,H11N2F0S0,2206.750165,1,2229.739934,M+Na
4,4,3,1,H4N4F3S1,2207.808465,1,2230.798234,M+Na
6,6,0,0,H6N6F0S0,2208.803765,1,2231.793534,M+Na
3,7,2,0,H3N7F2S0,2217.840565,1,2240.830334,M+Na
5,4,0,2,H5N4F0S2,2222.782965,1,2245.772734,M+Na
5,4,2,1,H5N4F2S1,2223.803365,1,2246.793134,M+Na
4,7,1,0,H4N7F1S0,2233.835465,1,2256.825234,M+Na
6,4,1,1,H6N4F1S1,2239.798265,1,2262.788034,M+Na
6,4,3,0,H6N4F3S0,2240.818665,1,2263.808434,M+Na
5,7,0,0,H5N7F0S0,2249.830365,1,2272.820134,M+Na
7,4,0,1,H7N4F0S1,2255.793165,1,2278.782934,M+Na
7,4,2,0,H7N4F2S0,2256.813565,1,2279.803334,M+Na
4,5,0,2,H4N5F0S2,2263.809565,1,2286.799334,M+Na
4,5,2,1,H4N5F2S1,2264.829965,1,2287.819734,M+Na
4,5,4,0,H4N5F4S0,2265.850365,1,2288.840134,M+Na
5,5,1,1,H5N5F1S1,2280.824865,1,2303.814634,M+Na
5,5,3,0,H5N5F3S0,2281.845265,1,2304.835034,M+Na
6,5,0,1,H6N5F0S1,2296.819765,1,2319.809534,M+Na
6,5,2,0,H6N5F2S0,2297.840165,1,2320.829934,M+Na
3,6,4,0,H3N6F4S0,2306.876965,1,2329.866734,M+Na
7,5,1,0,H7N5F1S0,2313.835065,1,2336.824834,M+Na
7,5,1,0,H7N5F1S0,2313.835065,1,2336.824834,M+Na
4,6,1,1,H4N6F1S1,2321.851465,1,2344.841234,M+Na
4,6,3,0,H4N6F3S0,2322.871865,1,2345.861634,M+Na
5,6,0,1,H5N6F0S1,2337.846365,1,2360.836134,M+Na
5,6,2,0,H5N6F2S0,2338.866765,1,2361.856534,M+Na
11,2,1,0,H11N2F1S0,2352.808065,1,2375.797834,M+Na
6,6,1,0,H6N6F1S0,2354.861665,1,2377.851434,M+Na
3,7,3,0,H3N7F3S0,2363.898465,1,2386.888234,M+Na
12,2,0,0,H12N2F0S0,2368.802965,1,2391.792734,M+Na
5,4,1,2,H5N4F1S2,2368.840865,1,2391.830634,M+Na
5,4,3,1,H5N4F3S1,2369.861265,1,2392.851034,M+Na
7,6,0,0,H7N6F0S0,2370.856565,1,2393.846334,M+Na
4,7,0,1,H4N7F0S1,2378.872965,1,2401.862734,M+Na
4,7,2,0,H4N7F2S0,2379.893365,1,2402.883134,M+Na
6,4,0,2,H6N4F0S2,2384.835765,1,2407.825534,M+Na
6,4,2,1,H6N4F2S1,2385.856165,1,2408.845934,M+Na
5,7,1,0,H5N7F1S0,2395.888265,1,2418.878034,M+Na
7,4,1,1,H7N4F1S1,2401.851065,1,2424.840834,M+Na
7,4,3,0,H7N4F3S0,2402.871465,1,2425.861234,M+Na
4,5,3,1,H4N5F3S1,2410.887865,1,2433.877634,M+Na
6,7,0,0,H6N7F0S0,2411.883165,1,2434.872934,M+Na
3,8,2,0,H3N8F2S0,2420.919965,1,2443.909734,M+Na
5,5,0,2,H5N5F0S2,2425.862365,1,2448.852134,M+Na
5,5,2,1,H5N5F2S1,2426.882765,1,2449.872534,M+Na
5,5,4,0,H5N5F4S0,2427.903165,1,2450.892934,M+Na
4,8,1,0,H4N8F1S0,2436.914865,1,2459.904634,M+Na
6,5,1,1,H6N5F1S1,2442.877665,1,2465.867434,M+Na
6,5,3,0,H6N5F3S0,2443.898065,1,2466.887834,M+Na
5,8,0,0,H5N8F0S0,2452.909765,1,2475.899534,M+Na
7,5,0,1,H7N5F0S1,2458.872565,1,2481.862334,M+Na
7,5,2,0,H7N5F2S0,2459.892965,1,2482.882734,M+Na
4,6,2,1,H4N6F2S1,2467.909365,1,2490.899134,M+Na
4,6,4,0,H4N6F4S0,2468.929765,1,2491.919534,M+Na
3,9,1,0,H3N9F1S0,2477.941465,1,2500.931234,M+Na
5,6,1,1,H5N6F1S1,2483.904265,1,2506.894034,M+Na
5,6,3,0,H5N6F3S0,2484.924665,1,2507.914434,M+Na
6,6,0,1,H6N6F0S1,2499.899165,1,2522.888934,M+Na
6,6,2,0,H6N6F2S0,2500.919565,1,2523.909334,M+Na
3,7,4,0,H3N7F4S0,2509.956365,1,2532.946134,M+Na
12,2,1,0,H12N2F1S0,2514.860865,1,2537.850634,M+Na
7,6,1,0,H7N6F1S0,2516.914465,1,2539.904234,M+Na
4,7,1,1,H4N7F1S1,2524.930865,1,2547.920634,M+Na
4,7,3,0,H4N7F3S0,2525.951265,1,2548.941034,M+Na
6,4,1,2,H6N4F1S2,2530.893665,1,2553.883434,M+Na
6,4,3,1,H6N4F3S1,2531.914065,1,2554.903834,M+Na
8,6,0,0,H8N6F0S0,2532.909365,1,2555.899134,M+Na
10,3,0,1,H10N3F0S1,2538.872165,1,2561.861934,M+Na
5,7,0,1,H5N7F0S1,2540.925765,1,2563.915534,M+Na
5,7,2,0,H5N7F2S0,2541.946165,1,2564.935934,M+Na
7,4,0,2,H7N4F0S2,2546.888565,1,2569.878334,M+Na
7,4,2,1,H7N4F2S1,2547.908965,1,2570.898734,M+Na
7,4,4,0,H7N4F4S0,2548.929365,1,2571.919134,M+Na
4,5,4,1,H4N5F4S1,2556.945765,1,2579.935534,M+Na
6,7,1,0,H6N7F1S0,2557.941065,1,2580.930834,M+Na
8,4,3,0,H8N4F3S0,2564.924265,1,2587.914034,M+Na
5,5,1,2,H5N5F1S2,2571.920265,1,2594.910034,M+Na
5,5,3,1,H5N5F3S1,2572.940665,1,2595.930434,M+Na
7,7,0,0,H7N7F0S0,2573.935965,1,2596.925734,M+Na
6,5,0,2,H6N5F0S2,2587.915165,1,2610.904934,M+Na
6,5,2,1,H6N5F2S1,2588.935565,1,2611.925334,M+Na
6,5,4,0,H6N5F4S0,2589.955965,1,2612.945734,M+Na
5,8,1,0,H5N8F1S0,2598.967665,1,2621.957434,M+Na
7,5,1,1,H7N5F1S1,2604.930465,1,2627.920234,M+Na
7,5,3,0,H7N5F3S0,2605.950865,1,2628.940634,M+Na
4,6,3,1,H4N6F3S1,2613.967265,1,2636.957034,M+Na
4,6,5,0,H4N6F5S0,2614.987665,1,2637.977434,M+Na
5,6,0,2,H5N6F0S2,2628.941765,1,2651.931534,M+Na
5,6,2,1,H5N6F2S1,2629.962165,1,2652.951934,M+Na
5,6,4,0,H5N6F4S0,2630.982565,1,2653.972334,M+Na
6,6,1,1,H6N6F1S1,2645.957065,1,2668.946834,M+Na
6,6,3,0,H6N6F3S0,2646.977465,1,2669.967234,M+Na
3,7,5,0,H3N7F5S0,2656.014265,1,2679.004034,M+Na
5,4,1,3,H5N4F1S3,2659.936265,1,2682.926034,M+Na
5,4,3,2,H5N4F3S2,2660.956665,1,2683.946434,M+Na
7,6,0,1,H7N6F0S1,2661.951965,1,2684.941734,M+Na
7,6,2,0,H7N6F2S0,2662.972365,1,2685.962134,M+Na
4,7,2,1,H4N7F2S1,2670.988765,1,2693.978534,M+Na
4,7,4,0,H4N7F4S0,2672.009165,1,2694.998934,M+Na
6,4,2,2,H6N4F2S2,2676.951565,1,2699.941334,M+Na
5,7,1,1,H5N7F1S1,2686.983665,1,2709.973434,M+Na
5,7,3,0,H5N7F3S0,2688.004065,1,2710.993834,M+Na
7,4,1,2,H7N4F1S2,2692.946465,1,2715.936234,M+Na
7,4,3,1,H7N4F3S1,2693.966865,1,2716.956634,M+Na
6,7,0,1,H6N7F0S1,2702.978565,1,2725.968334,M+Na
6,7,2,0,H6N7F2S0,2703.998965,1,2726.988734,M+Na
5,5,2,2,H5N5F2S2,2717.978165,1,2740.967934,M+Na
5,5,4,1,H5N5F4S1,2718.998565,1,2741.988334,M+Na
7,7,1,0,H7N7F1S0,2719.993865,1,2742.983634,M+Na
4,8,1,1,H4N8F1S1,2728.010265,1,2751.000034,M+Na
6,5,1,2,H6N5F1S2,2733.973065,1,2756.962834,M+Na
6,5,3,1,H6N5F3S1,2734.993465,1,2757.983234,M+Na
7,5,0,2,H7N5F0S2,2749.967965,1,2772.957734,M+Na
7,5,2,1,H7N5F2S1,2750.988365,1,2773.978134,M+Na
4,6,4,1,H4N6F4S1,2760.025165,1,2783.014934,M+Na
5,6,1,2,H5N6F1S2,2774.999665,1,2797.989434,M+Na
5,6,3,1,H5N6F3S1,2776.020065,1,2799.009834,M+Na
5,6,5,0,H5N6F5S0,2777.040465,1,2800.030234,M+Na
6,6,0,2,H6N6F0S2,2790.994565,1,2813.984334,M+Na
6,6,2,1,H6N6F2S1,2792.014965,1,2815.004734,M+Na
6,6,4,0,H6N6F4S0,2793.035365,1,2816.025134,M+Na
5,4,2,3,H5N4F2S3,2805.994165,1,2828.983934,M+Na
7,6,1,1,H7N6F1S1,2808.009865,1,2830.999634,M+Na
7,6,3,0,H7N6F3S0,2809.030265,1,2832.020034,M+Na
4,7,3,1,H4N7F3S1,2817.046665,1,2840.036434,M+Na
4,7,5,0,H4N7F5S0,2818.067065,1,2841.056834,M+Na
6,4,3,2,H6N4F3S2,2823.009465,1,2845.999234,M+Na
8,6,0,1,H8N6F0S1,2824.004765,1,2846.994534,M+Na
5,7,0,2,H5N7F0S2,2832.021165,1,2855.010934,M+Na
5,7,2,1,H5N7F2S1,2833.041565,1,2856.031334,M+Na
5,7,4,0,H5N7F4S0,2834.061965,1,2857.051734,M+Na
7,4,2,2,H7N4F2S2,2839.004365,1,2861.994134,M+Na
6,7,1,1,H6N7F1S1,2849.036465,1,2872.026234,M+Na
6,7,3,0,H6N7F3S0,2850.056865,1,2873.046634,M+Na
5,5,3,2,H5N5F3S2,2864.036065,1,2887.025834,M+Na
6,5,0,3,H6N5F0S3,2879.010565,1,2902.000334,M+Na
6,5,2,2,H6N5F2S2,2880.030965,1,2903.020734,M+Na
6,5,4,1,H6N5F4S1,2881.051365,1,2904.041134,M+Na
7,5,1,2,H7N5F1S2,2896.025865,1,2919.015634,M+Na
7,5,3,1,H7N5F3S1,2897.046265,1,2920.036034,M+Na
4,6,5,1,H4N6F5S1,2906.083065,1,2929.072834,M+Na
5,6,0,3,H5N6F0S3,2920.037165,1,2943.026934,M+Na
5,6,2,2,H5N6F2S2,2921.057565,1,2944.047334,M+Na
5,6,4,1,H5N6F4S1,2922.077965,1,2945.067734,M+Na
6,6,1,2,H6N6F1S2,2937.052465,1,2960.042234,M+Na
6,6,3,1,H6N6F3S1,2938.072865,1,2961.062634,M+Na
6,6,5,0,H6N6F5S0,2939.093265,1,2962.083034,M+Na
5,4,3,3,H5N4F3S3,2952.052065,1,2975.041834,M+Na
7,6,0,2,H7N6F0S2,2953.047365,1,2976.037134,M+Na
7,6,2,1,H7N6F2S1,2954.067765,1,2977.057534,M+Na
7,6,4,0,H7N6F4S0,2955.088165,1,2978.077934,M+Na
4,7,4,1,H4N7F4S1,2963.104565,1,2986.094334,M+Na
5,7,1,2,H5N7F1S2,2978.079065,1,3001.068834,M+Na
5,7,3,1,H5N7F3S1,2979.099465,1,3002.089234,M+Na
5,7,5,0,H5N7F5S0,2980.119865,1,3003.109634,M+Na
7,4,3,2,H7N4F3S2,2985.062265,1,3008.052034,M+Na
6,7,0,2,H6N7F0S2,2994.073965,1,3017.063734,M+Na
6,7,2,1,H6N7F2S1,2995.094365,1,3018.084134,M+Na
6,7,4,0,H6N7F4S0,2996.114765,1,3019.104534,M+Na
5,5,0,4,H5N5F0S4,3008.053165,1,3031.042934,M+Na
5,5,4,2,H5N5F4S2,3010.093965,1,3033.083734,M+Na
7,7,1,1,H7N7F1S1,3011.089265,1,3034.079034,M+Na
7,7,3,0,H7N7F3S0,3012.109665,1,3035.099434,M+Na
6,5,1,3,H6N5F1S3,3025.068465,1,3048.058234,M+Na
6,5,3,2,H6N5F3S2,3026.088865,1,3049.078634,M+Na
3,11,2,0,H3N11F2S0,3030.158165,1,3053.147934,M+Na
5,8,2,1,H5N8F2S1,3036.120965,1,3059.110734,M+Na
7,5,0,3,H7N5F0S3,3041.063365,1,3064.053134,M+Na
7,5,2,2,H7N5F2S2,3042.083765,1,3065.073534,M+Na
5,6,1,3,H5N6F1S3,3066.095065,1,3089.084834,M+Na
5,6,3,2,H5N6F3S2,3067.115465,1,3090.105234,M+Na
5,6,5,1,H5N6F5S1,3068.135865,1,3091.125634,M+Na
6,6,0,3,H6N6F0S3,3082.089965,1,3105.079734,M+Na
6,6,2,2,H6N6F2S2,3083.110365,1,3106.100134,M+Na
6,6,4,1,H6N6F4S1,3084.130765,1,3107.120534,M+Na
5,4,4,3,H5N4F4S3,3098.109965,1,3121.099734,M+Na
7,6,1,2,H7N6F1S2,3099.105265,1,3122.095034,M+Na
7,6,3,1,H7N6F3S1,3100.125665,1,3123.115434,M+Na
7,6,5,0,H7N6F5S0,3101.146065,1,3124.135834,M+Na
6,9,0,1,H6N9F0S1,3109.137365,1,3132.127134,M+Na
4,7,5,1,H4N7F5S1,3109.162465,1,3132.152234,M+Na
5,7,2,2,H5N7F2S2,3124.136965,1,3147.126734,M+Na
5,7,4,1,H5N7F4S1,3125.157365,1,3148.147134,M+Na
6,7,1,2,H6N7F1S2,3140.131865,1,3163.121634,M+Na
6,7,3,1,H6N7F3S1,3141.152265,1,3164.142034,M+Na
6,7,5,0,H6N7F5S0,3142.172665,1,3165.162434,M+Na
7,7,0,2,H7N7F0S2,3156.126765,1,3179.116534,M+Na
7,7,2,1,H7N7F2S1,3157.147165,1,3180.136934,M+Na
7,7,4,0,H7N7F4S0,3158.167565,1,3181.157334,M+Na
4,8,4,1,H4N8F4S1,3166.183965,1,3189.173734,M+Na
6,5,0,4,H6N5F0S4,3170.105965,1,3193.095734,M+Na
6,5,2,3,H6N5F2S3,3171.126365,1,3194.116134,M+Na
6,5,4,2,H6N5F4S2,3172.146765,1,3195.136534,M+Na
7,5,3,2,H7N5F3S2,3188.141665,1,3211.131434,M+Na
6,8,4,0,H6N8F4S0,3199.194165,1,3222.183934,M+Na
5,6,4,2,H5N6F4S2,3213.173365,1,3236.163134,M+Na
4,9,1,2,H4N9F1S2,3222.185065,1,3245.174834,M+Na
6,6,1,3,H6N6F1S3,3228.147865,1,3251.137634,M+Na
6,6,3,2,H6N6F3S2,3229.168265,1,3252.158034,M+Na
6,6,5,1,H6N6F5S1,3230.188665,1,3253.178434,M+Na
7,6,0,3,H7N6F0S3,3244.142765,1,3267.132534,M+Na
7,6,2,2,H7N6F2S2,3245.163165,1,3268.152934,M+Na
7,6,4,1,H7N6F4S1,3246.183565,1,3269.173334,M+Na
6,9,1,1,H6N9F1S1,3255.195265,1,3278.185034,M+Na
6,9,3,0,H6N9F3S0,3256.215665,1,3279.205434,M+Na
5,7,3,2,H5N7F3S2,3270.194865,1,3293.184634,M+Na
5,7,5,1,H5N7F5S1,3271.215265,1,3294.205034,M+Na
6,7,0,3,H6N7F0S3,3285.169365,1,3308.159134,M+Na
6,7,2,2,H6N7F2S2,3286.189765,1,3309.179534,M+Na
6,7,4,1,H6N7F4S1,3287.210165,1,3310.199934,M+Na
7,7,1,2,H7N7F1S2,3302.184665,1,3325.174434,M+Na
7,7,3,1,H7N7F3S1,3303.205065,1,3326.194834,M+Na
7,7,5,0,H7N7F5S0,3304.225465,1,3327.215234,M+Na
6,10,0,1,H6N10F0S1,3312.216765,1,3335.206534,M+Na
6,5,1,4,H6N5F1S4,3316.163865,1,3339.153634,M+Na
6,5,3,3,H6N5F3S3,3317.184265,1,3340.174034,M+Na
8,7,2,1,H8N7F2S1,3319.199965,1,3342.189734,M+Na
8,7,4,0,H8N7F4S0,3320.220365,1,3343.210134,M+Na
8,10,0,0,H8N10F0S0,3345.226965,1,3368.216734,M+Na
5,6,1,4,H5N6F1S4,3357.190465,1,3380.180234,M+Na
5,6,5,2,H5N6F5S2,3359.231265,1,3382.221034,M+Na
6,11,1,0,H6N11F1S0,3370.258665,1,3393.248434,M+Na
6,6,0,4,H6N6F0S4,3373.185365,1,3396.175134,M+Na
6,6,2,3,H6N6F2S3,3374.205765,1,3397.195534,M+Na
6,6,4,2,H6N6F4S2,3375.226165,1,3398.215934,M+Na
7,6,1,3,H7N6F1S3,3390.200665,1,3413.190434,M+Na
7,6,3,2,H7N6F3S2,3391.221065,1,3414.210834,M+Na
7,6,5,1,H7N6F5S1,3392.241465,1,3415.231234,M+Na
6,9,4,0,H6N9F4S0,3402.273565,1,3425.263334,M+Na
5,7,4,2,H5N7F4S2,3416.252765,1,3439.242534,M+Na
6,7,1,3,H6N7F1S3,3431.227265,1,3454.217034,M+Na
6,7,3,2,H6N7F3S2,3432.247665,1,3455.237434,M+Na
6,7,5,1,H6N7F5S1,3433.268065,1,3456.257834,M+Na
7,7,0,3,H7N7F0S3,3447.222165,1,3470.211934,M+Na
7,7,2,2,H7N7F2S2,3448.242565,1,3471.232334,M+Na
7,7,4,1,H7N7F4S1,3449.262965,1,3472.252734,M+Na
6,5,4,3,H6N5F4S3,3463.242165,1,3486.231934,M+Na
8,7,1,2,H8N7F1S2,3464.237465,1,3487.227234,M+Na
6,8,4,1,H6N8F4S1,3490.289565,1,3513.279334,M+Na
6,6,3,3,H6N6F3S3,3520.263665,1,3543.253434,M+Na
6,6,5,2,H6N6F5S2,3521.284065,1,3544.273834,M+Na
7,6,0,4,H7N6F0S4,3535.238165,1,3558.227934,M+Na
7,6,2,3,H7N6F2S3,3536.258565,1,3559.248334,M+Na
7,6,4,2,H7N6F4S2,3537.278965,1,3560.268734,M+Na
11,5,3,1,H11N5F3S1,3545.257465,1,3568.247234,M+Na
5,7,5,2,H5N7F5S2,3562.310665,1,3585.300434,M+Na
6,7,2,3,H6N7F2S3,3577.285165,1,3600.274934,M+Na
6,7,4,2,H6N7F4S2,3578.305565,1,3601.295334,M+Na
5,10,1,2,H5N10F1S2,3587.317265,1,3610.307034,M+Na
